age,gender,size,coat,distance,spayed_neutered,house_trained,declawed,special_needs,shots_current,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,goodwith_children,goodwith_dogs,goodwith_cats,hasimage,hasvideo,duration_as_adoptable,city,population
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,unknown,True,False,17.521597222222226,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Black,Tabby (Gray / Blue / Silver),none,unknown,unknown,unknown,True,False,10.670254629629632,Puyallup,38720.0
Baby,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Black,Tabby (Orange / Red),none,unknown,unknown,unknown,True,False,17.526354166666668,Puyallup,38720.0
Adult,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,74.10363425925927,Puyallup,38720.0
Adult,Male,Medium,Medium,7.5018,False,False,False,False,True,Domestic Medium Hair,none,False,False,Black,White,none,unknown,unknown,unknown,True,False,74.10590277777777,Puyallup,38720.0
Young,Female,Small,Long,7.7232,True,True,False,False,True,Domestic Long Hair,Domestic Short Hair,True,False,Black & White / Tuxedo,none,none,unknown,unknown,False,True,False,110.23607638888888,Des Moines,30715.0
Baby,Female,Small,Medium,7.7232,False,False,False,False,False,Domestic Long Hair,Domestic Medium Hair,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,135.0706712962963,Des Moines,30715.0
Baby,Female,Small,Medium,7.7232,True,True,False,False,True,Domestic Medium Hair,Domestic Long Hair,True,False,Gray & White,none,none,unknown,unknown,True,True,False,135.07269675925926,Des Moines,30715.0
Young,Male,Medium,Long,7.7232,True,True,False,False,True,Norwegian Forest Cat,Domestic Long Hair,True,False,Buff / Tan / Fawn,none,none,True,unknown,True,True,False,13.084444444444443,Des Moines,30715.0
Young,Male,Medium,Short,7.7232,True,True,False,False,True,American Shorthair,Domestic Short Hair,True,False,Black,none,none,unknown,unknown,True,True,False,13.087442129629625,Des Moines,30715.0
Baby,Male,Medium,Medium,7.5018,False,False,False,False,True,Domestic Medium Hair,none,False,False,White,none,none,unknown,unknown,unknown,True,False,6.2525462962962965,Puyallup,38720.0
Baby,Male,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Brown / Chocolate,Tabby (Brown / Chocolate),none,True,True,True,True,False,10.038449074074077,Federal Way,92859.0
Baby,Male,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Brown / Chocolate,Tabby (Brown / Chocolate),none,True,True,True,True,False,19.69297453703704,Federal Way,92859.0
Baby,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Brown / Chocolate,Tabby (Brown / Chocolate),none,True,True,True,True,False,38.91240740740741,Federal Way,92859.0
Young,Male,Medium,Medium,6.84,True,True,False,False,True,Domestic Medium Hair,Siamese,True,False,Cream / Ivory,Flame Point,White,True,unknown,True,True,False,11.255613425925924,Federal Way,92859.0
Young,Male,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Buff / Tan / Fawn,Tabby (Buff / Tan / Fawn),Tabby (Orange / Red),unknown,unknown,True,True,False,40.80925925925926,Federal Way,92859.0
Baby,Female,Medium,Short,6.84,True,True,False,False,True,Tortoiseshell,Dilute Tortoiseshell,True,False,Dilute Tortoiseshell,Gray / Blue / Silver,Tortoiseshell,False,True,True,True,False,5.800868055555554,Federal Way,92859.0
Baby,Male,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Bombay,True,False,Black,Black & White / Tuxedo,none,True,True,True,True,False,5.822511574074074,Federal Way,92859.0
Baby,Male,Medium,Short,2.0322,False,False,False,False,False,Domestic Short Hair,none,True,False,Black,Tabby (Brown / Chocolate),Tortoiseshell,unknown,unknown,unknown,True,False,66.15237268518517,Auburn,74527.0
Baby,Male,Medium,Short,6.84,True,True,False,False,True,Tabby,Domestic Short Hair,True,False,Tabby (Gray / Blue / Silver),none,none,True,True,True,True,False,5.84806712962963,Federal Way,92859.0
Baby,Male,Medium,Medium,7.5018,False,False,False,False,True,Domestic Medium Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,8.922511574074074,Puyallup,38720.0
Baby,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,27.04818287037037,Puyallup,38720.0
Baby,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,True,True,False,77.93030092592592,Puyallup,38720.0
Baby,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,unknown,unknown,True,True,False,27.052141203703705,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,8.932870370370368,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,True,True,False,8.470393518518517,Puyallup,38720.0
Baby,Female,Medium,Long,7.5018,False,False,False,False,True,Domestic Long Hair,Ragdoll,True,False,Cream / Ivory,Gray / Blue / Silver,none,unknown,unknown,True,True,False,5.178564814814815,Puyallup,38720.0
Baby,Female,Medium,Long,7.5018,False,False,False,False,True,Domestic Long Hair,Ragdoll,True,False,Cream / Ivory,Gray / Blue / Silver,none,unknown,unknown,True,True,False,8.019282407407408,Puyallup,38720.0
Baby,Female,Medium,Medium,7.5018,False,False,False,False,True,Domestic Medium Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,True,True,False,8.021226851851853,Puyallup,38720.0
Baby,Male,Medium,Medium,7.5018,False,False,False,False,True,Domestic Medium Hair,Ragdoll,True,False,Cream / Ivory,Gray / Blue / Silver,none,unknown,unknown,True,True,False,5.182650462962963,Puyallup,38720.0
Young,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),none,none,True,True,True,True,False,25.133159722222217,Puyallup,38720.0
Baby,Female,Medium,Medium,6.84,True,True,False,False,True,Domestic Medium Hair,Maine Coon,True,False,Brown / Chocolate,Tabby (Brown / Chocolate),White,True,True,True,True,False,20.005694444444444,Federal Way,92859.0
Baby,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tuxedo,True,False,Black & White / Tuxedo,none,none,True,True,True,True,False,20.01569444444445,Federal Way,92859.0
Baby,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,none,False,False,Gray & White,Gray / Blue / Silver,none,True,True,True,True,False,9.212650462962962,Federal Way,92859.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,Siamese,True,False,Flame Point,none,none,unknown,unknown,unknown,True,False,22.97795138888889,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,True,True,False,36.028831018518524,Puyallup,38720.0
Baby,Male,Medium,Long,7.5018,False,False,False,False,True,Domestic Long Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,True,True,False,17.44414351851852,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,0.0007175925925925926,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,0.006041666666666666,Puyallup,38720.0
Young,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),none,none,True,unknown,True,True,False,0.012280092592592592,Puyallup,38720.0
Young,Female,Small,Short,6.4,True,True,False,False,True,Domestic Short Hair,Torbie,True,False,Torbie,none,none,False,unknown,False,True,False,207.88070601851848,Sumner,9584.0
Baby,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,11.552766203703706,Puyallup,38720.0
Young,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,11.556018518518519,Puyallup,38720.0
Baby,Male,Large,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Tabby (Buff / Tan / Fawn),none,none,True,unknown,True,True,True,5.951689814814816,Federal Way,92859.0
Baby,Male,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tuxedo,True,False,Black & White / Tuxedo,none,none,True,True,True,True,False,28.82659722222223,Federal Way,92859.0
Baby,Male,Large,Medium,6.84,True,True,False,False,True,Domestic Medium Hair,Russian Blue,True,False,Gray / Blue / Silver,none,none,True,True,True,True,False,9.605949074074074,Federal Way,92859.0
Baby,Female,Medium,Short,6.84,False,True,False,False,True,Domestic Short Hair,Bombay,True,False,Black,none,none,unknown,True,True,True,False,23.97868055555556,Federal Way,92859.0
Baby,Male,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),Tabby (Tiger Striped),White,True,True,True,True,False,9.90175925925926,Federal Way,92859.0
Baby,Male,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Bombay,True,False,Black,none,none,True,unknown,True,True,True,23.996111111111112,Federal Way,92859.0
Baby,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Bombay,True,False,Black,none,none,False,True,True,True,True,24.25634259259259,Federal Way,92859.0
Adult,Female,Medium,Long,7.5018,False,False,False,False,True,Domestic Long Hair,none,False,False,White,Tabby (Brown / Chocolate),none,True,True,True,True,False,49.45832175925926,Puyallup,38720.0
Adult,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Gray / Blue / Silver),White,none,True,True,True,True,False,49.46174768518519,Puyallup,38720.0
Young,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,153.0919675925926,Puyallup,38720.0
Young,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,62.599305555555546,Puyallup,38720.0
Baby,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,139.99420138888888,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,141.05180555555555,Puyallup,38720.0
Baby,Female,Medium,Long,7.5018,False,False,False,False,True,Domestic Long Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,6.9794328703703705,Puyallup,38720.0
Adult,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Black,Tabby (Brown / Chocolate),none,unknown,unknown,unknown,True,False,35.9209375,Puyallup,38720.0
Adult,Male,Large,Short,7.5018,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,Tabby (Brown / Chocolate),White,unknown,unknown,unknown,True,False,35.92349537037037,Puyallup,38720.0
Young,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Orange / Red,Tabby (Orange / Red),none,True,True,True,True,False,5.189097222222221,Federal Way,92859.0
Young,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tortoiseshell,True,False,Dilute Tortoiseshell,Tortoiseshell,none,True,True,True,True,False,11.201134259259259,Federal Way,92859.0
Baby,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Tuxedo,True,False,Black,Black & White / Tuxedo,White,True,True,True,True,False,7.567384259259258,Federal Way,92859.0
Young,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Calico,True,False,Calico,Dilute Calico,White,False,True,True,True,False,49.108425925925935,Federal Way,92859.0
Baby,Male,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Turkish Van,True,False,unknown,none,none,False,True,True,True,False,4.092743055555555,Federal Way,92859.0
Baby,Male,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Turkish Van,True,False,Gray / Blue / Silver,White,none,unknown,True,True,True,False,4.10099537037037,Federal Way,92859.0
Adult,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,none,False,False,Brown / Chocolate,Tabby (Brown / Chocolate),none,True,False,True,True,True,152.49918981481483,Federal Way,92859.0
Baby,Female,Medium,unknown,6.84,True,True,False,False,False,Domestic Medium Hair,none,False,False,Calico,Tortoiseshell,White,True,True,True,True,False,17.00060185185185,Federal Way,92859.0
Baby,Male,Medium,Short,6.84,False,True,False,False,True,Tabby,Domestic Short Hair,True,False,Tabby (Brown / Chocolate),Tabby (Gray / Blue / Silver),none,True,True,True,True,False,17.130358796296292,Federal Way,92859.0
Baby,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,37.54274305555556,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,28.44900462962963,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,28.45306712962963,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,15.886157407407408,Puyallup,38720.0
Baby,Female,Medium,Long,7.5018,False,False,False,False,True,Domestic Long Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,7.975949074074074,Puyallup,38720.0
Baby,Female,Small,Medium,7.5018,False,False,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,10.086689814814816,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Siamese,none,False,False,Seal Point,none,none,unknown,unknown,unknown,True,False,5.5891782407407415,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Siamese,none,False,False,Seal Point,none,none,unknown,unknown,unknown,True,False,12.02425925925926,Puyallup,38720.0
Baby,Female,Medium,Short,6.84,True,True,False,False,True,Domestic Short Hair,Bombay,True,False,unknown,none,none,unknown,unknown,True,True,False,19.800451388888884,Federal Way,92859.0
Baby,Female,Medium,unknown,6.84,False,True,False,False,True,Tabby,Domestic Short Hair,True,False,Black,Tabby (Brown / Chocolate),Tabby (Tiger Striped),True,unknown,True,True,False,10.976689814814815,Federal Way,92859.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Orange & White,none,none,unknown,unknown,True,True,False,43.91414351851852,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,unknown,True,True,False,30.545590277777773,Puyallup,38720.0
Baby,Female,Medium,Medium,7.5018,False,False,False,False,True,Domestic Medium Hair,none,False,False,Gray / Blue / Silver,none,none,unknown,unknown,True,True,False,9.999803240740741,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,10.002754629629631,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Long Hair,none,False,False,Orange & White,none,none,unknown,unknown,True,True,False,7.6261226851851855,Puyallup,38720.0
Baby,Male,Medium,Medium,7.5018,False,False,False,False,True,Domestic Medium Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,7.704560185185184,Puyallup,38720.0
Baby,Female,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,22.13096064814815,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,14.141180555555556,Puyallup,38720.0
Baby,Male,Medium,Short,7.5018,False,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,17.093356481481482,Puyallup,38720.0
