age,gender,size,coat,distance,spayed_neutered,house_trained,declawed,special_needs,shots_current,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,goodwith_children,goodwith_dogs,goodwith_cats,hasimage,hasvideo,duration_as_adoptable,city,population
Adult,Female,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,3.441377314814815,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Dilute Tortoiseshell,none,none,True,True,True,True,False,3.827824074074073,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Dilute Tortoiseshell,White,none,True,True,True,True,False,4.812025462962963,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,True,True,True,False,1.7525925925925927,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,True,True,False,69.89394675925926,Longview,36619.0
Young,Male,Medium,Short,0.0002,True,False,False,False,True,Domestic Short Hair,none,False,False,Gray & White,none,none,True,True,True,True,False,29.67200231481481,Longview,36619.0
Adult,Female,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,38.6568287037037,Longview,36619.0
Adult,Male,Large,Short,1.6952,True,True,False,False,True,Siamese,none,True,False,Chocolate Point,White,none,unknown,unknown,True,True,False,5.805185185185184,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,True,True,True,False,38.66892361111111,Longview,36619.0
Young,Female,Medium,Medium,0.0002,True,True,False,False,True,Tabby,none,False,False,Tabby (Orange / Red),none,none,True,True,False,True,False,48.86327546296296,Longview,36619.0
Adult,Female,Medium,Medium,1.6952,True,False,False,False,True,Domestic Medium Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,0.3603703703703704,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,3.50125,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,3.50224537037037,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),White,none,True,True,True,True,False,56.12106481481482,Longview,36619.0
Young,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,True,unknown,unknown,True,False,3.0633796296296296,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,3.1508449074074067,Longview,36619.0
Baby,Male,Small,Long,2.3521,True,True,False,False,True,Domestic Long Hair,Extra-Toes Cat / Hemingway Polydactyl,True,False,Buff & White,Orange & White,none,True,True,True,True,False,24.150729166666668,Kelso,11837.0
Adult,Male,Medium,Medium,1.6952,True,False,False,False,True,Domestic Long Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,0.9313657407407409,Longview,36619.0
Adult,Male,Large,Medium,1.6952,True,True,False,False,True,Maine Coon,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,True,True,True,False,16.210416666666667,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,True,True,True,True,False,3.1448263888888888,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),none,none,True,unknown,True,True,False,55.07673611111111,Longview,36619.0
Young,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,141.94417824074077,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,89.87293981481481,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,White,none,none,unknown,unknown,unknown,True,False,6.916134259259258,Longview,36619.0
Young,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,unknown,unknown,True,True,False,25.075243055555557,Longview,36619.0
Adult,Female,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Tabby (Orange / Red),White,none,unknown,unknown,True,True,False,2.2058564814814816,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,24.174699074074073,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,True,True,True,True,False,10.133773148148148,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,17.201967592592588,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,3.1549189814814813,Longview,36619.0
Young,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,5.719305555555557,Longview,36619.0
Adult,Female,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Black & White / Tuxedo,none,none,True,True,True,True,False,55.89681712962963,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,11.069317129629631,Longview,36619.0
Young,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,6.989456018518518,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,unknown,unknown,True,True,False,7.104548611111111,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,9.482974537037038,Longview,36619.0
Young,Female,Medium,unknown,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,9.487210648148148,Longview,36619.0
Baby,Male,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Tabby (Brown / Chocolate),White,none,True,unknown,True,True,False,7.928784722222222,Longview,36619.0
Adult,Female,Extra Large,Short,1.6952,True,True,True,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,True,True,False,50.94357638888889,Longview,36619.0
Senior,Female,Medium,Short,1.6952,True,True,True,False,True,Siamese,none,True,False,Seal Point,none,none,unknown,unknown,True,True,False,50.94420138888889,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,True,True,True,False,10.800856481481484,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,False,True,True,False,61.98872685185185,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,unknown,unknown,True,True,False,11.889236111111114,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,11.889560185185184,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,16.307118055555556,Longview,36619.0
Adult,Female,Medium,Long,1.6952,True,False,False,False,True,Domestic Long Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,False,False,0.03796296296296296,Longview,36619.0
Baby,Female,Small,Long,2.3521,True,True,False,False,True,Torbie,Domestic Long Hair,True,False,Tabby (Gray / Blue / Silver),Torbie,none,True,True,True,True,False,39.0781712962963,Kelso,11837.0
Baby,Male,Small,Short,2.3521,True,True,False,False,True,Tabby,none,False,False,Tabby (Brown / Chocolate),none,none,True,True,True,True,False,39.08925925925926,Kelso,11837.0
Adult,Female,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,2.27994212962963,Longview,36619.0
Young,Male,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Tabby (Orange / Red),none,none,True,True,True,True,False,4.365694444444443,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,2.9741898148148147,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,False,False,1.0608217592592593,Longview,36619.0
Baby,Female,Medium,Medium,1.6952,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,False,False,1.0616087962962963,Longview,36619.0
Baby,Male,Medium,Medium,1.6952,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,unknown,unknown,unknown,False,False,1.0627083333333334,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,False,False,1.063622685185185,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,False,False,1.0657060185185183,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,70.40886574074074,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Siamese,none,True,False,unknown,none,none,unknown,unknown,unknown,True,False,4.380659722222221,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,0.1309837962962963,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,14.247754629629627,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,unknown,none,none,unknown,unknown,unknown,True,False,6.509976851851853,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,unknown,unknown,unknown,False,False,4.384652777777778,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Dilute Tortoiseshell,none,none,unknown,unknown,unknown,True,False,7.398923611111112,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,7.092743055555554,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,9.006400462962963,Longview,36619.0
Young,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,False,False,7.0948263888888885,Longview,36619.0
Baby,Female,Medium,Long,1.6952,True,False,False,False,True,Domestic Long Hair,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,9.00851851851852,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Siamese,none,True,False,Flame Point,none,none,unknown,unknown,unknown,True,False,0.1400810185185185,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,0.30244212962962963,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,0.14802083333333332,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,8.176921296296296,Longview,36619.0
Baby,Male,Medium,Long,1.6952,True,False,False,False,True,Domestic Long Hair,none,True,False,Gray / Blue / Silver,none,none,unknown,unknown,unknown,True,False,7.1003240740740745,Longview,36619.0
Adult,Male,Medium,Short,0.0002,False,False,False,False,True,Domestic Short Hair,Tabby,True,False,Black,none,none,True,True,True,True,False,6.89582175925926,Longview,36619.0
Adult,Male,Medium,Short,0.0002,True,False,False,False,True,Tabby,none,False,False,unknown,none,none,False,False,True,True,False,106.61731481481482,Longview,36619.0
Baby,Male,Medium,Short,0.0002,True,True,False,False,True,Siamese,none,False,False,unknown,none,none,True,unknown,True,True,False,6.903472222222222,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,True,unknown,True,True,False,19.027268518518518,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,22.198391203703704,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,True,unknown,True,True,False,4.365891203703704,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,True,True,False,30.02748842592593,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,True,unknown,True,True,False,2.2368287037037042,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),White,none,True,unknown,True,True,False,7.154201388888889,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Siamese,none,True,False,Lilac Point,none,none,unknown,unknown,unknown,True,False,0.2791782407407408,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,True,unknown,True,True,False,11.405613425925925,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,True,True,False,38.47568287037037,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,16.990972222222222,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,True,True,True,True,False,20.97921296296296,Longview,36619.0
Adult,Male,Large,Short,0.0002,True,True,False,False,True,Siamese,none,False,False,Blue Point,none,none,True,True,True,True,False,20.96178240740741,Longview,36619.0
Baby,Female,Medium,Short,0.0002,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,unknown,none,none,True,True,True,True,False,70.94084490740741,Longview,36619.0
Adult,Female,Medium,Long,0.0002,True,True,False,False,False,Torbie,none,False,False,Torbie,none,none,True,unknown,True,True,False,8.010590277777778,Longview,36619.0
Young,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,True,True,True,True,False,22.192928240740738,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),White,none,True,True,True,True,False,24.450578703703705,Longview,36619.0
Adult,Female,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,25.063587962962966,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Siamese,none,True,False,Flame Point,none,none,True,True,True,True,False,6.845011574074074,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,True,True,False,32.780335648148146,Longview,36619.0
Baby,Male,Medium,Long,1.6952,True,False,False,False,True,Domestic Long Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,2.1512037037037035,Longview,36619.0
Baby,Female,Medium,Medium,1.6952,True,False,False,False,True,Domestic Medium Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,2.151851851851852,Longview,36619.0
Young,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,True,unknown,True,True,False,2.2247569444444446,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,6.9584837962962975,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,11.242210648148149,Longview,36619.0
Adult,Male,Medium,Long,1.6952,True,False,False,False,True,Domestic Long Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,2.262106481481481,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,4.375254629629628,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Buff / Tan / Fawn,none,none,True,True,True,True,False,1.0800925925925926,Longview,36619.0
Adult,Female,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,3.436701388888889,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,False,False,0.7280555555555556,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,True,unknown,True,True,False,4.723969907407407,Longview,36619.0
Baby,Male,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Orange & White,none,none,True,True,True,True,False,7.727523148148148,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,True,True,True,True,False,5.8697337962962965,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,1.0157523148148149,Longview,36619.0
Adult,Male,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Tabby (Brown / Chocolate),none,none,False,False,True,True,False,10.111458333333333,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,10.112175925925927,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Siamese,none,True,False,Lilac Point,none,none,unknown,unknown,unknown,False,False,4.043784722222221,Longview,36619.0
Baby,Male,Medium,Medium,1.6952,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,unknown,unknown,unknown,False,False,4.044594907407406,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Buff / Tan / Fawn),none,none,unknown,unknown,True,True,False,10.113946759259257,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,10.114479166666667,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,10.115034722222225,Longview,36619.0
Young,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,6.927118055555557,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Snowshoe,none,True,False,unknown,none,none,unknown,unknown,unknown,False,False,4.047673611111111,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,True,unknown,True,True,False,7.873229166666666,Longview,36619.0
Young,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,True,True,False,59.15083333333333,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,10.11832175925926,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,10.118888888888891,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Siamese,none,True,False,Flame Point,none,none,unknown,unknown,True,True,False,10.119340277777775,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,28.09364583333333,Longview,36619.0
Baby,Female,Small,Long,2.3521,True,True,False,False,True,Domestic Long Hair,Manx,True,False,Gray & White,none,none,True,True,True,True,False,6.976354166666668,Kelso,11837.0
Baby,Female,Small,Long,2.3521,True,True,False,False,True,Domestic Long Hair,Manx,True,False,Dilute Tortoiseshell,none,none,True,True,True,True,False,19.236435185185183,Kelso,11837.0
Baby,Female,Small,Medium,2.3521,True,True,False,False,True,Domestic Medium Hair,Manx,True,False,Dilute Tortoiseshell,Tabby (Gray / Blue / Silver),none,True,True,True,True,False,6.986909722222222,Kelso,11837.0
Young,Male,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Gray & White,none,none,unknown,unknown,True,True,False,9.198333333333334,Longview,36619.0
Young,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Gray / Blue / Silver,none,none,unknown,unknown,True,True,False,4.326712962962963,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Torbie,none,none,True,True,True,True,False,1.0856944444444443,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,1.2510300925925926,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,True,unknown,True,True,False,5.3071875,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,3.280914351851852,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,3.221701388888889,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,True,True,True,True,False,1.0771296296296295,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,52.502951388888896,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,True,True,True,False,13.866701388888886,Longview,36619.0
Baby,Female,Medium,Long,1.6952,True,False,False,False,True,Domestic Long Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,8.22398148148148,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,True,unknown,True,True,False,5.1189930555555545,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,True,unknown,True,True,False,8.225578703703704,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,True,unknown,True,True,False,30.225578703703704,Longview,36619.0
Adult,Male,Large,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,9.407731481481482,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),White,none,True,unknown,True,True,False,10.175648148148149,Longview,36619.0
Baby,Male,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Tabby (Brown / Chocolate),none,none,True,unknown,True,True,False,7.938506944444446,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Orange & White,none,none,True,unknown,True,True,False,16.33326388888889,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,False,True,False,28.141493055555557,Longview,36619.0
Young,Female,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Brown / Chocolate,White,none,True,unknown,True,True,False,12.895011574074076,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,3.32162037037037,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,True,True,False,20.20458333333333,Longview,36619.0
Young,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,Dilute Tortoiseshell,True,False,Dilute Tortoiseshell,none,none,unknown,unknown,True,True,False,32.25756944444444,Longview,36619.0
Adult,Female,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Torbie,White,none,unknown,True,True,True,False,11.21,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,36.877731481481476,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Buff / Tan / Fawn,White,none,unknown,unknown,True,True,False,34.389085648148146,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,24.27645833333333,Longview,36619.0
Adult,Male,Medium,Long,1.6952,True,False,False,False,True,Domestic Long Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,3.3312152777777784,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,11.217557870370369,Longview,36619.0
